lyrics,song_name
"Tall and tan and young and lovely.The girl from Ipanema goes walking.And when she passes.Each one she passes goes ""ah""..When she walks, she's like a samba.That swings so cool and sways so gentle.That when she passes, each one she passes goes  ""ooh""..But I watch her so sadly.How can I tell her I love her.Yes, I would give my heart gladly.But each day, when she walks to the sea.She looks straight ahead, not at me..Tall, (and) tan, (and) young, (and) lovely, the girl from Ipanema goes walking.And when she passes, I smile but she doesn't see.(doesn't see)..Olha que coisa mais linda mais cheia de graça.Ela menina que vem e que passa.Num doce balanço a caminho do mar.Moça do corpo dourado do sol de ipanema.O seu balançado mais que um poema.A coisa mais linda que eu j vi passar....Ooh, but I watch her so sadly..Ah, Porque tudo to triste..Yes, I would give my heart gladly..But each day, when she walks to the sea.She looks straight ahead, not at me..Tall, tan, young, lovely.The girl from Ipanema goes walking.And when she passes, I smile but she doesn't see..Por causa do amor.She just doesn't see..Nem olha para mim..She never sees me..Por causa do amor",The Girl From Ipanema (Garota De Ipanema)
"I know I stand in line until you think you have the time to spend an evening with me.And if we go some place to dance, I know that there's a chance you won't be leaving with me..Then afterwards we drop into a quiet little place and have a drink or two.And then I go and spoil it all by saying somethin' stupid like, ""I love you"".I can see it in your eyes, that you despise the same old lies you heard the night before.And though it's just a line to you, for me it's true, and never seemed so right before..I practice every day to find some clever lines to say to make the meaning come true.But then I think I'll wait until the evening gets late, and I'm alone with you..The time is right, your perfume fills my head, the stars get red, and, oh, the night's so blue.And then I go and spoil it all by saying somethin' stupid like, ""I love you""..The time is right, your perfume fills my head, the stars get red, and, oh, the night's so blue.And then I go and spoil it all by saying somethin' stupid like, ""I love you""..""I love you"".""I love you"".""I love you"".""I love you"".""I love you""",Somethin’ Stupid
"Some day, when I'm awfully low.When the world is cold.I will feel a glow just thinking of you.And the way you look tonight.Yes, you're lovely, with your smile so warm.And your cheeks so soft.There is nothing for me, but to love you.And the way you look tonight.With each word, your tenderness grows.Tearing my fear apart.And that laugh wrinkles your nose.Touches my foolish heart.Lovely; never, ever change.Keep that breathless charm.Won't you please arrange it? Cause I love you.Just the way you look tonight..And that laugh that wrinkles your nose.It touches my foolish heart.Lovely, Don't you ever change.Keep that breathless charm.Won't you please arrange it? Cause I love you.A-just the way you look tonight.Mm-Mm, Mm-Mm.Just the way you look tonight",The Way You Look Tonight
"Come fly with me, let's fly, let's fly away.If you can use some exotic booze, there's a bar in far Bombay.Come fly with me, let's fly, let's fly away..Come fly with me, let's float down to Peru.In llama land, there's a one man band, and he'll toot his flute for you.Come fly with me, let's take off in the blue..Once I get you up there, where the air is rarefied.We'll just glide, starry-eyed.Once I get you up there, I'll be holding you so near.You may hear angels cheer 'cause we're together..Weather wise, it's such a lovely day.Just say the words and we'll beat the birds down to Acapulco Bay.It's perfect for a flying honeymoon, they say.Come fly with me, let's fly, let's fly away...Once I get you up there, where the air is rarefied.We'll just glide, starry-eyed.Once I get you up there, I'll be holding you so near.You may hear angels cheer 'cause we're together.Weather wise, it's such a lovely day.You just say the words and we'll beat the birds down to Acapulco Bay.It's perfect for a flying honeymoon, they say.Come fly with me, let's fly, let's fly..Pack up, let's fly away",Come Fly with Me
"I've got you under my skin.I've got you deep in the heart of me.So deep in my heart that you're really a part of me.I've got you under my skin.I tried so not to give in.I said to myself, 'this affair never will go so well'.But why should I try to resist when, baby, I know so well.I've got you under my skin..I'd sacrifice anything, come what might.For the sake of having you near.In spite of a warning voice that comes in the night.And repeats, repeats in my ear..""Don't you know little fool, you never can win?.Use your mentality, wake up to reality"".But each time that I do, just the thought of you.Makes me stop before I begin.'Cause I've got you under my skin..I would sacrifice anything, come what might.For the sake of having you near.In spite of a warning voice that comes in the night.And repeats, how it yells in my ear.""Don't you know, little fool, you never can win?.Why not use your mentality? Step up, wake up to reality"".But each time I do, just the thought of you.Makes me stop just before I begin.'Cause I've got you under my skin.Yes, I've got you, under my skin",I’ve Got You Under My Skin
"Have yourself a merry little Christmas.Let your heart be light.Next year all our troubles.Will be out of sight..Have yourself a merry little Christmas.Make the Yuletide gay.Next year all our troubles.Will be miles away..Once again, as in olden days.Happy golden days of yore.Faithful friends who are dear to us.Will be near to us once more..Someday soon we all will be together.If the fates allow.Until then we'll have to muddle through somehow.So have yourself a merry little Christmas now",Have Yourself a Merry Little Christmas
My funny valentine.Sweet comic valentine.You make me smile with my heart.Your looks are laughable.Unphotographable.Yet you're my favourite work of art.Is your figure less than greek.Is your mouth a little weak.When you open it to speak.Are you smart?.But don't change a hair for me.Not if you care for me.Stay little valentine stay.Each day is valentines day.Is your figure less than greek.Is your mouth a little weak.When you open it to speak.Are you smart?.But don't you change one hair for me.Not if you care for me.Stay little valentine stay.Each day is valentines day,My Funny Valentine
When I was seventeen.It was a very good year.It was a very good year for small town girls.And soft summer nights.We'd hide from the lights.On the village green.When I was seventeen..When I was twenty-one.It was a very good year.It was a very good year for city girls.Who lived up the stair.With all that perfumed hair.And it came undone.When I was twenty-one..When I was thirty-five.It was a very good year.It was a very good year for blue-blooded girls.Of independent means.We'd ride in limousines.Their chauffeurs would drive.When I was thirty-five.But now the days are short.I'm in the autumn of the year.And now I think of my life as vintage wine.From fine old kegs.From the brim to the dregs.It poured sweet and clear.It was a very good year,It Was a Very Good Year
"Strangers in the night exchanging glances.Wondering in the night, what were the chances?.We'd be sharing love before the night was through.Something in your eyes was so inviting.Something in your smile was so exciting.Something in my heart told me I must have you.Strangers in the night.Two lonely people, we were strangers in the night.Up to the moment when we said our first hello, little did we know.Love was just a glance away, a warm embracing dance away and.Ever since that night we've been together.Lovers at first sight, in love forever.It turned out so right for strangers in the night..Love was just a glance away, a warm embracing dance away.Ever since that night we've been together.Lovers at first sight, in love forever.It turned out so right for strangers in the night.Dooby-doooby-doo and other scat to end",Strangers in the Night
"Blue moon, you saw me standin' alone.Without a dream in my heart, without a love of my own.Blue moon, you knew just what I was there for.You heard me sayin' a prayer for.Someone I really could care for.And then there suddenly appeared before me.The only one my arms will hold.I heard somebody whisper ""please adore me"".And when I looked, the moon had turned to gold.Blue moon, now I'm no longer alone.Without a dream in my heart.Without a love of my own.And then there suddenly appeared before me.The only one my arms will ever hold.I heard somebody whisper ""please adore me"".And when I looked, the moon had turned to gold.Blue moon, now I'm no longer alone.Without a dream in my heart.Without a love of my own.Blue moon, now I'm no longer alone.Without a dream in my heart.Without a love of my own",Blue Moon
"They call you lady luck.But there is room for doubt.At times you have a very un-lady-like way.Of running out.You're on this date with me.The pickin's have been lush.And yet before the evening is over.You might give me the brush.You might forget your manners.You might refuse to stay.And so the best that I can do is pray.Luck be lady tonight.Luck be lady tonight.Luck if you've been a lady to begin with.Luck be a lady tonight.Luck let a gentleman see.Just how nice a dame you can be.I know the way you've treated other guys you've been with.Luck be a lady with me.A lady never leaves her escort.It isn't fair, it isn't nice.A lady doesn't wander all over the room.And blow on some other guy's dice.Lets keep this party polite.Never get out of my sight.Stick with me baby, I'm the guy that you came in with.Luck be lady tonight.A lady never flirts with strangers.She'd have a heart, she'd be nice.A lady doesn't wander all over the room.And blow on some other guys dice.Lets keep this party polite.Never get out of my sight.Stick with me baby, I'm the guy that you came in with.Luck be lady tonight",Luck Be a Lady
